what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110770009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110786143
activated,editor,org.jboss.tools.common.model.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1346110789634
activated,editor,org.jboss.tools.jst.jsp,3.3.1.v20120715-0241-H93-Final,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1346110791968
closed,editor,org.jboss.tools.common.model.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1346110791968
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346110793904
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346110798969
opened,editor,org.jboss.tools.common.model.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1346110799218
activated,editor,org.jboss.tools.common.model.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1346110799309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110815435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110851215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110859361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110860918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110861738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110863975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110865247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110866789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110867668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110869646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110870380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110872170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110872670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110905980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346110909189
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346110911210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346110918081
activated,editor,org.jboss.tools.common.model.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1346110920092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110929991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110930151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110930155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110931845
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346110931881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110934307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110937676
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1346110937696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110938268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110942656
activated,editor,org.jboss.tools.jst.jsp,3.3.1.v20120715-0241-H93-Final,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1346110945390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110948594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110950955
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1346110950976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110951262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346110982393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346110989322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346110999360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346110999740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111000061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111000396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111000789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111001127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111001331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111001515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111001709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111001889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111002073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111002263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111002457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111002661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111002866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111003070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111003269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111003504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1346111003888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346111005462
