what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1346107726784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107727208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107735271
activated,editor,org.jboss.tools.jst.jsp,3.3.1.v20120715-0241-H93-Final,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1346107737549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346107741621
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346107745159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107747825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107749511
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1346107749527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107749906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107753035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107754345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107755689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107757491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107760705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107762367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107768981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107772616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107790567
activated,editor,org.jboss.tools.common.model.ui,3.3.1.v20120715-0209-H81-Final,"org.jboss.tools.common.model.ui.editor.EditorPartWrapper",1346107792695
activated,editor,org.jboss.tools.jst.jsp,3.3.1.v20120715-0241-H93-Final,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1346107810462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1346107820005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1346107835150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346107838735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346107841999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346107845669
